signal_id,observed_at,source_id,signal_type,value,confidence,player_id,team_id,fixture_id,gameweek,valid_from,expires_at,status,source_url,note
odds-api-match_win_probability-eb2553d10d63dc912b99f8fd0d675721-1-20260723T143719Z,2026-07-23T14:37:19+00:00,odds_api_market,match_win_probability,0.803604,1.0,,1,1,1,2026-07-23T14:37:19+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-4e4a813bf4218cc527e6f8ef2351170d-6-20260723T195011Z,2026-07-23T19:50:11+00:00,odds_api_market,team_score_probability,0.810856,1.0,,6,10,1,2026-07-23T19:50:11+00:00,2026-08-24T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 19 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-4e4a813bf4218cc527e6f8ef2351170d-10-20260723T195011Z,2026-07-23T19:50:11+00:00,odds_api_market,clean_sheet_probability,0.189144,1.0,,10,10,1,2026-07-23T19:50:11+00:00,2026-08-24T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 19 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-4e4a813bf4218cc527e6f8ef2351170d-6-20260723T195011Z,2026-07-23T19:50:11+00:00,odds_api_market,clean_sheet_probability,0.25041,1.0,,6,10,1,2026-07-23T19:50:11+00:00,2026-08-24T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 19 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-4e4a813bf4218cc527e6f8ef2351170d-10-20260723T195011Z,2026-07-23T19:50:11+00:00,odds_api_market,team_expected_goals,1.384654,1.0,,10,10,1,2026-07-23T19:50:11+00:00,2026-08-24T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 19 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-4e4a813bf4218cc527e6f8ef2351170d-6-20260723T195011Z,2026-07-23T19:50:11+00:00,odds_api_market,team_expected_goals,1.665244,1.0,,6,10,1,2026-07-23T19:50:11+00:00,2026-08-24T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 19 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-eb2553d10d63dc912b99f8fd0d675721-1-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.804056,1.0,,1,1,1,2026-07-24T03:49:24+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-eb2553d10d63dc912b99f8fd0d675721-7-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.066548,1.0,,7,1,1,2026-07-24T03:49:24+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-eb2553d10d63dc912b99f8fd0d675721-1-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.924376,1.0,,1,1,1,2026-07-24T03:49:24+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-eb2553d10d63dc912b99f8fd0d675721-7-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.441339,1.0,,7,1,1,2026-07-24T03:49:24+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-eb2553d10d63dc912b99f8fd0d675721-1-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.558661,1.0,,1,1,1,2026-07-24T03:49:24+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-eb2553d10d63dc912b99f8fd0d675721-7-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.075624,1.0,,7,1,1,2026-07-24T03:49:24+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-eb2553d10d63dc912b99f8fd0d675721-1-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,2.581984,1.0,,1,1,1,2026-07-24T03:49:24+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-eb2553d10d63dc912b99f8fd0d675721-7-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,0.582212,1.0,,7,1,1,2026-07-24T03:49:24+00:00,2026-08-21T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-95bb16d19debff3ec39919f361f072a4-11-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.145351,1.0,,11,4,1,2026-07-24T03:49:24+00:00,2026-08-22T15:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-95bb16d19debff3ec39919f361f072a4-16-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.647004,1.0,,16,4,1,2026-07-24T03:49:24+00:00,2026-08-22T15:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-95bb16d19debff3ec39919f361f072a4-11-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.590706,1.0,,11,4,1,2026-07-24T03:49:24+00:00,2026-08-22T15:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-95bb16d19debff3ec39919f361f072a4-16-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.87562,1.0,,16,4,1,2026-07-24T03:49:24+00:00,2026-08-22T15:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-95bb16d19debff3ec39919f361f072a4-11-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.12438,1.0,,11,4,1,2026-07-24T03:49:24+00:00,2026-08-22T15:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-95bb16d19debff3ec39919f361f072a4-16-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.409294,1.0,,16,4,1,2026-07-24T03:49:24+00:00,2026-08-22T15:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-95bb16d19debff3ec39919f361f072a4-11-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,0.893321,1.0,,11,4,1,2026-07-24T03:49:24+00:00,2026-08-22T15:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-95bb16d19debff3ec39919f361f072a4-16-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,2.084416,1.0,,16,4,1,2026-07-24T03:49:24+00:00,2026-08-22T15:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-cd1f0173ec061d9b8a8b22ab8f2f8393-9-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.445504,1.0,,9,3,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-cd1f0173ec061d9b8a8b22ab8f2f8393-8-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.284147,1.0,,8,3,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-cd1f0173ec061d9b8a8b22ab8f2f8393-9-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.793311,1.0,,9,3,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-cd1f0173ec061d9b8a8b22ab8f2f8393-8-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.707325,1.0,,8,3,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-cd1f0173ec061d9b8a8b22ab8f2f8393-9-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.292675,1.0,,9,3,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-cd1f0173ec061d9b8a8b22ab8f2f8393-8-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.206689,1.0,,8,3,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-cd1f0173ec061d9b8a8b22ab8f2f8393-9-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.576541,1.0,,9,3,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-cd1f0173ec061d9b8a8b22ab8f2f8393-8-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.228692,1.0,,8,3,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-01615d9573ef1e5aa8c09eb32a4a983b-12-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.351276,1.0,,12,5,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-01615d9573ef1e5aa8c09eb32a4a983b-20-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.369317,1.0,,20,5,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-01615d9573ef1e5aa8c09eb32a4a983b-12-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.743045,1.0,,12,5,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-01615d9573ef1e5aa8c09eb32a4a983b-20-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.751388,1.0,,20,5,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-01615d9573ef1e5aa8c09eb32a4a983b-12-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.248612,1.0,,12,5,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-01615d9573ef1e5aa8c09eb32a4a983b-20-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.256955,1.0,,20,5,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-01615d9573ef1e5aa8c09eb32a4a983b-12-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.358854,1.0,,12,5,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-01615d9573ef1e5aa8c09eb32a4a983b-20-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.391863,1.0,,20,5,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-ee99154f8db029efcf567c5f7f7a0c0b-18-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.424316,1.0,,18,6,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-ee99154f8db029efcf567c5f7f7a0c0b-13-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.301127,1.0,,13,6,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-ee99154f8db029efcf567c5f7f7a0c0b-18-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.768206,1.0,,18,6,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-ee99154f8db029efcf567c5f7f7a0c0b-13-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.69763,1.0,,13,6,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-ee99154f8db029efcf567c5f7f7a0c0b-18-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.30237,1.0,,18,6,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-ee99154f8db029efcf567c5f7f7a0c0b-13-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.231794,1.0,,13,6,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-ee99154f8db029efcf567c5f7f7a0c0b-18-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.461904,1.0,,18,6,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-ee99154f8db029efcf567c5f7f7a0c0b-13-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.196104,1.0,,13,6,1,2026-07-24T03:49:24+00:00,2026-08-22T18:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-8b4b033209bb204516cbd1f523614f25-4-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.409108,1.0,,4,2,1,2026-07-24T03:49:24+00:00,2026-08-22T20:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-8b4b033209bb204516cbd1f523614f25-19-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.332076,1.0,,19,2,1,2026-07-24T03:49:24+00:00,2026-08-22T20:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-8b4b033209bb204516cbd1f523614f25-4-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.802684,1.0,,4,2,1,2026-07-24T03:49:24+00:00,2026-08-22T20:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-8b4b033209bb204516cbd1f523614f25-19-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.765621,1.0,,19,2,1,2026-07-24T03:49:24+00:00,2026-08-22T20:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-8b4b033209bb204516cbd1f523614f25-4-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.234379,1.0,,4,2,1,2026-07-24T03:49:24+00:00,2026-08-22T20:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-8b4b033209bb204516cbd1f523614f25-19-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.197316,1.0,,19,2,1,2026-07-24T03:49:24+00:00,2026-08-22T20:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-8b4b033209bb204516cbd1f523614f25-4-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.622948,1.0,,4,2,1,2026-07-24T03:49:24+00:00,2026-08-22T20:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-8b4b033209bb204516cbd1f523614f25-19-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.450817,1.0,,19,2,1,2026-07-24T03:49:24+00:00,2026-08-22T20:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-f5086c74d4a767e3ad7ea69bd4a66b76-5-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.416594,1.0,,5,7,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-f5086c74d4a767e3ad7ea69bd4a66b76-2-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.325622,1.0,,2,7,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-f5086c74d4a767e3ad7ea69bd4a66b76-5-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.811807,1.0,,5,7,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-f5086c74d4a767e3ad7ea69bd4a66b76-2-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.767204,1.0,,2,7,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-f5086c74d4a767e3ad7ea69bd4a66b76-5-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.232796,1.0,,5,7,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-f5086c74d4a767e3ad7ea69bd4a66b76-2-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.188193,1.0,,2,7,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-f5086c74d4a767e3ad7ea69bd4a66b76-5-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.670288,1.0,,5,7,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-f5086c74d4a767e3ad7ea69bd4a66b76-2-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.457592,1.0,,2,7,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-87c7c9bfd5e3072bded20c702f553c63-15-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.659681,1.0,,15,8,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-87c7c9bfd5e3072bded20c702f553c63-3-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.153926,1.0,,3,8,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-87c7c9bfd5e3072bded20c702f553c63-15-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.913134,1.0,,15,8,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-87c7c9bfd5e3072bded20c702f553c63-3-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.679955,1.0,,3,8,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-87c7c9bfd5e3072bded20c702f553c63-15-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.320045,1.0,,15,8,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-87c7c9bfd5e3072bded20c702f553c63-3-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.086866,1.0,,3,8,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-87c7c9bfd5e3072bded20c702f553c63-15-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,2.443389,1.0,,15,8,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-87c7c9bfd5e3072bded20c702f553c63-3-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.139293,1.0,,3,8,1,2026-07-24T03:49:24+00:00,2026-08-23T17:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-ea0bacc4c23f813c6af97ec9b306a850-17-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.335427,1.0,,17,9,1,2026-07-24T03:49:24+00:00,2026-08-23T19:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-ea0bacc4c23f813c6af97ec9b306a850-14-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.41954,1.0,,14,9,1,2026-07-24T03:49:24+00:00,2026-08-23T19:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-ea0bacc4c23f813c6af97ec9b306a850-17-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.806983,1.0,,17,9,1,2026-07-24T03:49:24+00:00,2026-08-23T19:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_score_probability-ea0bacc4c23f813c6af97ec9b306a850-14-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_score_probability,0.841205,1.0,,14,9,1,2026-07-24T03:49:24+00:00,2026-08-23T19:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-ea0bacc4c23f813c6af97ec9b306a850-17-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.158795,1.0,,17,9,1,2026-07-24T03:49:24+00:00,2026-08-23T19:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-clean_sheet_probability-ea0bacc4c23f813c6af97ec9b306a850-14-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,clean_sheet_probability,0.193017,1.0,,14,9,1,2026-07-24T03:49:24+00:00,2026-08-23T19:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-ea0bacc4c23f813c6af97ec9b306a850-17-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.644976,1.0,,17,9,1,2026-07-24T03:49:24+00:00,2026-08-23T19:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-team_expected_goals-ea0bacc4c23f813c6af97ec9b306a850-14-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,team_expected_goals,1.840143,1.0,,14,9,1,2026-07-24T03:49:24+00:00,2026-08-23T19:30:00+00:00,active,https://the-odds-api.com/,No-vig median of 20 UK bookmaker(s); goal total from bookmaker_totals.
odds-api-match_win_probability-4e4a813bf4218cc527e6f8ef2351170d-10-20260724T034924Z,2026-07-24T03:49:24+00:00,odds_api_market,match_win_probability,0.308209,1.0,,10,10,1,2026-07-24T03:49:24+00:00,2026-08-24T23:00:00+00:00,active,https://the-odds-api.com/,No-vig median of 19 UK bookmaker(s); goal total from bookmaker_totals.
